决策时刻,主玩家队伍,主玩家角色,主玩家位置X,主玩家位置Y,主玩家位置Z,主玩家武器偏航角,主玩家武器俯仰角,主玩家速度X,主玩家速度Y,主玩家速度Z,主玩家速度大小,主玩家相机X坐标,主玩家相机Y坐标,主玩家相机Z坐标,主玩家视野范围,主玩家开镜状态,主玩家Buff数量,当前已追踪玩家数量,敌方玩家数量,队友玩家数量,敌人平均距离,队友平均距离,10米内敌人数,20米内敌人数,10米内队友数,20米内队友数,最近敌人队伍,最近敌人角色,最近敌人距离,最近敌人相对位置X,最近敌人相对位置Y,最近敌人相对位置Z,最近敌人位置X,最近敌人位置Y,最近敌人位置Z,最近敌人武器偏航角,最近敌人武器俯仰角,最近敌人速度X,最近敌人速度Y,最近敌人速度Z,最近敌人速度大小,最近敌人相机X坐标,最近敌人相机Y坐标,最近敌人相机Z坐标,最近敌人视野范围,最近敌人开镜状态,最近敌人Buff数量,最近队友队伍,最近队友角色,最近队友距离,最近队友相对位置X,最近队友相对位置Y,最近队友相对位置Z,最近队友位置X,最近队友位置Y,最近队友位置Z,最近队友武器偏航角,最近队友武器俯仰角,最近队友速度X,最近队友速度Y,最近队友速度Z,最近队友速度大小,最近队友相机X坐标,最近队友相机Y坐标,最近队友相机Z坐标,最近队友视野范围,最近队友开镜状态,最近队友Buff数量,has_recent_enemy,has_recent_teammate,has_main_player_pose,主到敌人水平距离,主到敌人三维距离_重算,主到敌人高度差,主玩家朝向_敌人夹角,主玩家俯仰_敌人夹角,主到队友水平距离,主到队友三维距离_重算,主到队友高度差,主玩家朝向_队友夹角,主玩家俯仰_队友夹角,最近敌人距离_除以_敌人平均距离,最近队友距离_除以_队友平均距离,10米压力差_敌减队,20米压力差_敌减队,敌我数量差,敌我数量比,主玩家是否静止,最近敌人是否静止,最近队友是否静止,主敌速度差,主队速度差,主敌视野差,主玩家Buff数量_x_敌方玩家数量,主玩家Buff数量_x_10米内敌人数
20.0,7,银翼,3829.5,-247.7,-4576.1,292.9,351.3,0.0,0.0,0.0,0.0,3829.5,-247.1,-4576.1,110.0,1.0,1,19,13,1,211.15331269211978,2.839013913315144,0,0,1,1,5.0,骇爪,36.073536006329796,-33.19999999999982,0.5,-14.099999999999454,3796.3,-247.2,-4590.2,276.3,5.5,0.0,-9.2,0.0,9.2,3796.3,-247.3,-4590.2,100.0,0.0,0,7.0,银翼,2.839013913315144,1.099999999999909,-0.30000000000001137,-2.5999999999994543,3830.6,-248.0,-4578.7,158.1,4.3,0.0,0.0,0.0,0.0,3830.6,-248.1,-4578.7,77.3,0.0,0,1,1,1,33.203764846775854,36.073536006329796,-14.099999999999454,113.76282301708102,374.30853543227175,1.1401754250990532,2.839013913315144,-2.5999999999994543,51.844881296940514,417.6211549899671,0.17084049284572772,1.0,-1,-1,12,6.5,1.0,0.0,1.0,-9.2,0.0,10.0,13,0
20.0,4,蜂医,405.5,-89.3,-627.8,135.0,355.4,0.0,0.0,0.0,0.0,405.5,-89.3,-627.8,77.3,1.0,0,19,11,2,210.87949269253886,5.452824957085797,0,0,2,2,3.0,疾风,119.65304007838664,37.80000000000001,2.3999999999999915,113.5,443.3,-86.9,-514.3,101.4,360.0,0.0,0.0,0.0,0.0,443.3,-86.2,-514.3,120.0,0.0,10,4.0,红狼,4.356604182158459,0.6999999999999886,0.0,-4.300000000000068,406.2,-89.3,-632.1,136.9,356.6,0.0,0.0,0.0,0.0,406.2,-89.3,-632.1,90.0,0.0,0,1,1,1,37.87611384500792,119.65304007838664,113.5,131.3670492605118,283.854382998976,0.6999999999999886,4.356604182158459,-4.300000000000068,135.0,436.153887254437,0.5674000755153565,0.7989627791915768,-2,-2,9,3.6666666666666665,1.0,1.0,1.0,0.0,0.0,-42.7,0,0
20.0,3,骇爪,3693.3,-250.3,-4521.3,48.6,0.0,0.0,0.0,0.0,0.0,3693.3,-249.7,-4521.3,90.0,1.0,13,20,17,2,247.8117228868914,2.031806725741345,0,0,2,2,5.0,骇爪,162.75653596706937,149.0999999999999,2.8000000000000114,65.19999999999982,3842.4,-247.5,-4456.1,142.9,0.0,0.0,0.0,0.0,0.0,3842.4,-246.8,-4456.1,90.0,0.0,13,3.0,疾风,1.6552945357246078,-1.5,0.0,0.6999999999998181,3691.8,-250.3,-4520.6,16.5,0.0,0.0,0.0,0.0,0.0,3691.8,-249.7,-4520.6,90.0,0.0,16,1,1,1,149.1262887622433,162.75653596706937,65.19999999999982,47.52414937920872,23.615589646445127,1.5,1.6552945357246078,0.6999999999998181,131.4,25.016893478094318,0.6567749663778265,0.814690942181344,-2,-2,15,5.666666666666667,1.0,1.0,1.0,0.0,0.0,0.0,221,0
19.95,4,UNKNOWN_ROLE_30008,6714.1,-219.5,-4633.0,81.7,349.0,0.6,3.1,4.0,5.096076922496363,6714.1,-218.8,-4633.0,90.0,1.0,0,19,14,2,161.43907828664803,36.145670630264654,0,0,0,0,1.0,无名,51.52426612771871,17.099999999999454,10.300000000000011,47.5,6731.2,-209.2,-4585.5,82.4,353.1,0.1,0.0,1.7,1.70293863659264,6731.2,-208.6,-4585.5,91.0,0.0,0,4.0,露娜,34.78534174045217,-22.900000000000546,5.5,-25.600000000000364,6691.2,-214.0,-4658.6,43.1,351.5,3.5,0.0,7.0,7.826237921249264,6691.2,-213.4,-4658.6,90.0,0.0,0,1,1,1,19.96246477767667,51.52426612771871,47.5,50.6377972082534,281.7951853478274,23.551220775153567,34.78534174045217,-25.600000000000364,84.79480416280613,396.38688858322104,0.31915609699055175,0.962365371396001,0,0,12,4.666666666666667,0.0,0.0,0.0,3.393138285903723,-2.7301609987529014,-1.0,0,0
20.0,3,骇爪,3712.6,-246.1,-4427.9,43.3,348.1,0.0,0.0,3.7,3.7,3712.6,-245.5,-4427.9,110.0,1.0,1,20,17,2,230.3122917458655,1.9837271773384395,0,0,2,2,6.0,红狼,106.56270454525769,78.09999999999991,15.599999999999994,70.79999999999927,3790.7,-230.5,-4357.1,344.9,0.2,1.2,0.0,-4.9,5.044799302251776,3790.7,-229.9,-4357.1,115.0,0.0,1,3.0,蝶,1.772004514667224,-0.29999999999972715,-0.700000000000017,-1.6000000000003638,3712.3,-246.8,-4429.5,59.6,3.3,-0.4,-2.2,0.1,2.238302928559939,3712.3,-246.1,-4429.5,120.0,0.0,0,1,1,1,79.64276489424502,106.56270454525769,70.79999999999927,32.004176311588,306.4638762126376,0.7615773105862991,1.772004514667224,-1.6000000000003638,156.4985905136288,412.64621421886693,0.4626878736582702,0.8932702716936696,-2,-2,15,5.666666666666667,0.0,0.0,0.0,-1.3447993022517757,1.461697071440061,-5.0,17,0
20.0,4,UNKNOWN_ROLE_30008,3822.5,-254.2,-4656.6,66.8,357.6,-1.1,-1.6,3.8,4.267317658670374,3822.5,-253.6,-4656.6,120.0,1.0,1,20,17,2,226.40703738217488,12.685452227849845,0,0,1,1,7.0,威龙,131.08359927923863,122.30000000000018,5.099999999999994,-46.899999999999636,3944.8,-249.1,-4703.5,302.3,351.8,0.0,0.0,0.0,0.0,3944.8,-249.2,-4703.5,90.0,0.0,0,4.0,蝶,1.6186414056238394,1.5,-0.6000000000000227,-0.0999999999994543,3824.0,-254.8,-4656.7,102.8,359.2,-1.5,-5.4,7.3,9.20326029187483,3824.0,-254.1,-4656.7,95.0,0.0,0,1,1,1,122.40629068801996,131.08359927923863,-46.899999999999636,64.41210733241462,378.56434654805554,1.6155494421403598,1.6186414056238394,-0.0999999999994543,88.60140948635257,361.1420007021978,0.5789731661828587,0.12759824218723934,-1,-1,15,5.666666666666667,0.0,1.0,0.0,4.267317658670374,-4.935942633204457,30.0,17,0
19.95,4,威龙,6724.4,-198.7,-4503.6,352.0,9.0,-1.5,-0.0,0.2,1.5132745950421556,6724.4,-198.0,-4503.6,120.0,1.0,9,16,12,2,163.8461491063968,13.801614734757917,0,1,1,1,3.0,露娜,10.19950979214237,10.100000000000364,0.8999999999999773,1.1000000000003638,6734.5,-197.8,-4502.5,177.2,347.7,-0.6,-0.2,1.9,2.0024984394500787,6734.5,-197.1,-4502.2,77.0,0.0,16,4.0,露娜,3.981205847479516,3.600000000000364,0.0,1.7000000000007276,6728.0,-198.7,-4501.9,353.1,359.4,0.3,0.0,2.3,2.3194827009486403,6728.0,-198.0,-4501.9,77.3,0.0,12,1,1,1,10.140019723847056,10.19950979214237,1.1000000000003638,13.092115124498605,2.8087045272280386,3.600000000000364,3.981205847479516,1.7000000000007276,8.0,16.277722235560187,0.06225053104860653,0.28845942478406295,-1,0,10,4.0,0.0,0.0,0.0,-0.4892238444079231,-0.8062081059064847,43.0,108,0
20.0,8,骇爪,3854.0,-230.3,-4341.1,226.5,348.7,-3.8,0.0,-1.9,4.2485291572496005,3854.0,-229.6,-4341.1,114.6,1.0,2,19,16,2,272.623960128168,6.373837054776408,0,0,2,2,5.0,露娜,69.26131676484329,-68.69999999999982,0.0,-8.799999999999272,3785.3,-230.3,-4349.9,321.3,354.5,2.1,0.0,-3.0,3.661966684720111,3785.3,-229.6,-4349.9,114.6,0.0,0,8.0,UNKNOWN_ROLE_30008,6.120457499240105,-0.5,0.0,6.100000000000364,3853.5,-230.3,-4335.0,107.1,356.4,-5.0,-0.2,6.7,8.362415918859814,3853.5,-229.6,-4335.0,106.8,0.0,0,1,1,1,68.69999999999982,69.26131676484329,-8.799999999999272,46.5,355.99944780350285,0.5,6.120457499240105,6.100000000000364,46.5,263.3858998395024,0.2540544005460182,0.9602469355023084,-2,-2,14,5.333333333333333,0.0,0.0,0.0,0.5865624725294896,-4.113886761610213,0.0,32,0
20.0,3,红狼,6668.2,-198.7,-4544.6,343.6,355.8,0.7,0.0,0.4,0.8062257748298549,6668.2,-198.0,-4544.6,120.0,1.0,0,16,11,1,164.65321662009708,27.172412480308363,0,0,0,0,2.0,红狼,102.20885480231202,-71.0,-23.400000000000006,69.70000000000073,6597.2,-222.1,-4474.9,56.3,352.3,0.0,0.0,0.0,0.0,6597.2,-221.5,-4474.9,90.0,0.0,0,3.0,UNKNOWN_ROLE_30008,27.172412480308363,24.300000000000182,1.1999999999999886,12.100000000000364,6692.5,-197.5,-4532.5,3.2,350.1,3.3,0.0,-1.0,3.4481879299133333,6692.5,-196.9,-4532.5,120.0,0.0,0,1,1,1,74.75667194304467,102.20885480231202,69.70000000000073,145.35894478383148,312.8048067476715,24.32961158752866,27.172412480308363,12.100000000000364,19.227124578161238,329.35717200631535,0.6207522507023814,1.0,0,0,10,5.5,0.0,1.0,0.0,0.8062257748298549,-2.6419621550834784,30.0,0,0
20.0,7,银翼,3830.5,-248.2,-4575.0,285.5,356.7,0.0,0.0,0.0,0.0,3830.5,-248.2,-4575.0,110.0,1.0,1,19,13,1,180.43413324021714,11.825819210524012,0,0,0,1,5.0,骇爪,49.32281419383939,-38.09999999999991,1.1999999999999886,-31.300000000000182,3792.4,-247.0,-4606.3,102.2,358.1,-1.7,0.0,2.7,3.1906112267087634,3792.4,-246.4,-4606.3,101.9,0.0,1,7.0,银翼,11.825819210524012,-11.599999999999909,0.0,-2.300000000000182,3818.9,-248.2,-4577.3,266.6,11.0,0.0,0.0,0.0,0.0,3818.9,-248.2,-4577.3,84.4,0.0,1,1,1,1,38.11889295349477,49.32281419383939,-31.300000000000182,107.30399511620055,396.08993589835717,11.599999999999909,11.825819210524012,-2.300000000000182,105.5,367.9149146846545,0.2733563395578514,1.0,0,-1,12,6.5,1.0,0.0,1.0,-3.1906112267087634,0.0,8.099999999999994,13,0
20.0,1,露娜,6629.8,-210.9,-4292.0,132.7,359.0,-1.6,0.2,1.7,2.3430749027719964,6629.8,-210.3,-4292.0,90.0,1.0,10,18,0,2,155.5869210338427,40.47027905703817,0,0,0,0,4.0,MISSING,29.460397144899385,0.6000000000000227,0.0,-0.4000000000005457,3783.2,-198.7,-4510.8,166.4,349.1,0.0,0.0,0.0,1.0295630140987,3783.2,-198.0,-4510.8,90.0,0.0,0,1.0,威龙,23.458473948660465,16.899999999999636,-1.5,-16.199999999999818,6646.7,-212.4,-4308.2,138.9,356.2,-2.8,3.0,2.4,4.753945729601885,6646.7,-211.8,-4308.2,90.9,0.0,3,1,1,1,13.793114224133692,25.09342543376652,-0.4000000000005457,63.69999999999999,321.9144148448269,16.966437457521472,23.458473948660465,-16.199999999999818,137.7721328725146,402.67619736824133,0.2036030818756888,0.5796469531529166,0,0,-2,0.0,0.0,0.0,0.0,0.11973473589822986,-2.410870826829889,0.0,0,0
20.0,4,露娜,3805.6,-239.8,-4811.3,313.0,350.2,0.5,0.0,-0.5,0.7071067811865476,3805.6,-239.2,-4811.3,90.0,1.0,16,23,14,2,303.88865402087777,6.5763467163617,0,2,2,2,7.0,威龙,14.674467622370583,-6.199999999999818,0.10000000000002274,-13.300000000000182,3799.4,-239.7,-4824.6,147.4,345.5,-1.6,1.8,0.9,2.5709920264364885,3799.4,-239.0,-4824.6,120.0,0.0,2,4.0,蝶,5.221110992882366,1.800000000000182,-0.09999999999999432,-4.899999999999636,3807.4,-239.9,-4816.2,159.3,353.0,0.0,0.0,0.0,0.0,3807.4,-239.2,-4816.2,100.0,0.0,6,1,1,1,6.200806399170816,14.674467622370583,-13.300000000000182,133.92404535277296,415.20384102849994,1.802775637732176,5.221110992882366,-4.899999999999636,43.82016988013629,420.0007551938992,0.04828896185562235,0.7939227078603446,-2,0,12,4.666666666666667,0.0,0.0,1.0,-1.863885245249941,0.7071067811865476,-30.0,224,0
20.0,6,无名,3384.7,-169.8,-7821.6,196.3,0.5,1.3,0.0,0.4,1.3601470508735443,3384.7,-169.2,-7821.6,54.3,1.0,0,15,13,1,336.10659957734333,5.339475629684627,0,0,1,1,1.0,露娜,39.15545938946431,-25.5,0.9000000000000057,-29.699999999999818,3359.2,-168.9,-7851.3,62.4,355.9,1.8,-0.6,3.5,3.9812058474788765,3359.2,-168.3,-7851.3,90.0,0.0,0,6.0,无名,5.339475629684627,-2.099999999999909,-0.29999999999998295,-4.899999999999636,3382.6,-170.1,-7826.5,189.7,347.8,-2.6,0.0,1.3,2.906888370749727,3382.6,-169.7,-7826.5,104.8,0.0,1,1,1,1,25.515877409957902,39.15545938946431,-29.699999999999818,18.321364940356034,49.83345052744187,2.1213203435595505,5.339475629684627,-4.899999999999636,8.169897645844117,67.09112693354173,0.11649714536609102,1.0,-1,-1,12,6.5,0.0,0.0,0.0,-2.6210587966053325,-1.5467413198761826,-35.7,0,0
20.0,6,无名,3385.0,-169.8,-7821.5,211.8,358.6,0.0,0.0,0.0,0.0,3385.0,-169.2,-7821.5,54.3,1.0,0,15,13,1,336.16263262318836,5.975784467331727,0,0,1,1,1.0,露娜,37.08840789249392,-25.09999999999991,0.5,-27.300000000000182,3359.9,-169.3,-7848.8,62.0,355.6,1.2,-1.2,8.3,8.471717653463198,3359.9,-168.7,-7848.8,90.0,0.0,0,6.0,无名,5.975784467331727,-3.099999999999909,-0.29999999999998295,-5.100000000000364,3381.9,-170.1,-7826.6,189.7,347.8,-0.0,0.0,-0.0,0.0,3381.9,-169.7,-7826.6,104.8,0.0,1,1,1,1,25.104979585731503,37.08840789249392,-27.300000000000182,32.94119925558712,405.998473118687,3.1144823004793953,5.975784467331727,-5.100000000000364,26.272459848343942,417.188305253668,0.11032876439323666,1.0,-1,-1,12,6.5,1.0,0.0,1.0,-8.471717653463198,0.0,-35.7,0,0
20.0,6,威龙,3700.7,-166.6,-7963.7,177.1,352.5,-6.3,0.0,0.2,6.30317380372777,3700.7,-165.9,-7963.7,89.9,1.0,9,13,10,2,324.6941129050663,67.585933736344,0,0,0,0,4.0,露娜,75.1386718008771,7.100000000000364,5.5,74.59999999999945,3707.8,-161.1,-7889.1,126.9,352.6,-0.5,0.0,-0.4,0.6403124237432849,3707.8,-160.5,-7889.1,90.0,0.0,0,6.0,红狼,38.29281917017851,-37.69999999999982,2.799999999999983,-6.100000000000364,3663.0,-163.8,-7969.8,32.7,341.6,-0.5,-0.4,-0.6,0.8774964387392122,3663.0,-163.2,-7969.8,105.2,0.0,0,1,1,1,8.98109124772737,75.1386718008771,74.59999999999945,139.33692202596944,269.36479846032375,37.80383578421621,38.29281917017851,-6.100000000000364,1.3475908476731604,361.6661982049771,0.23141371775609024,0.5665797164179258,0,0,8,3.3333333333333335,0.0,0.0,0.0,5.662861379984485,5.425677364988558,-0.09999999999999432,90,0
20.0,1,蜂医,6692.1,-197.1,-4511.8,230.4,342.3,-1.4,0.0,-3.9,4.1436698710201325,6692.1,-196.5,-4511.8,90.0,1.0,0,16,15,0,99.94532066763603,18.216640039347894,0,0,0,0,7.0,红狼,37.927958025710176,-28.600000000000364,-22.400000000000006,10.900000000000546,6663.5,-219.5,-4500.9,69.0,351.5,-0.9,0.0,-2.1,2.2847319317591728,6663.5,-218.9,-4500.9,120.0,0.0,0,5.0,MISSING,11.9910383185333,-0.099999999999909,0.0,0.0,3790.2,-198.7,-4503.7,167.9,350.2,0.0,0.0,0.0,1.811077027627484,3790.2,-198.0,-4503.7,90.0,0.0,0,1,1,1,36.327950671625025,37.927958025710176,10.900000000000546,12.331356798316165,325.5984192526783,4.899999999999977,9.390686872062496,0.0,86.32338064168295,323.17969077187075,0.379487081259542,0.773790939447696,0,0,15,15.0,0.0,0.0,0.0,1.8589379392609597,-0.25849027169622885,-30.0,0,0
20.0,7,银翼,3962.5,-250.3,-4555.5,109.9,0.0,0.0,0.0,0.0,0.0,3962.5,-249.7,-4555.5,90.0,1.0,10,19,17,1,289.0128404649603,3.623534186398442,0,0,1,1,3.0,银翼,155.2581398832282,-118.90000000000009,2.8000000000000114,99.80000000000018,3843.6,-247.5,-4455.7,140.9,0.0,0.0,0.0,0.0,0.0,3843.6,-246.8,-4455.7,90.0,0.0,8,7.0,银翼,3.623534186398442,1.699999999999818,0.0,-3.199999999999818,3964.2,-250.3,-4558.7,109.9,0.0,0.0,0.0,0.0,0.0,3964.2,-249.7,-4558.7,90.0,0.0,9,1,1,1,118.93296431183417,155.2581398832282,99.80000000000018,68.75097950752092,40.00095933766735,1.699999999999818,3.623534186398442,-3.199999999999818,109.89999999999998,62.02052561152105,0.5372015292934765,1.0,-1,-1,16,8.5,1.0,1.0,1.0,0.0,0.0,0.0,170,0
20.0,7,骇爪,3746.0,-243.1,-4367.3,19.7,0.1,-0.6,-0.2,1.7,1.8138357147217052,3746.0,-242.7,-4367.3,94.4,1.0,0,20,13,1,239.16689949673525,29.206163733020286,0,0,0,0,3.0,银翼,68.26250801135268,63.09999999999991,15.400000000000006,-21.0,3809.1,-227.7,-4388.3,3.0,359.7,0.0,0.0,0.0,0.0,3809.1,-227.8,-4388.3,105.0,0.0,1,7.0,骇爪,29.206163733020286,-29.199999999999818,-0.5999999999999943,0.0,3716.8,-243.7,-4367.3,79.0,353.0,0.0,0.0,0.0,0.0,3716.8,-243.7,-4367.3,95.1,0.0,6,1,1,1,64.95205924372212,68.26250801135268,-21.0,5.984678005207485,18.01681814724592,29.206163733020286,29.206163733020286,0.0,161.47714488598206,0.1,0.2854178741079699,1.0,0,0,12,6.5,0.0,1.0,1.0,1.8138357147217052,1.8138357147217052,-10.599999999999994,0,0
20.0,7,银翼,3829.5,-248.0,-4576.0,199.4,355.9,0.0,0.0,0.0,0.0,3829.6,-247.5,-4576.0,110.0,1.0,0,19,13,1,215.46510565543318,3.24499614791754,0,0,1,1,5.0,疾风,85.28651710557794,-81.30000000000018,-4.900000000000006,-25.300000000000182,3748.2,-252.9,-4601.3,278.9,2.3,0.0,0.0,0.0,0.0,3748.2,-252.5,-4601.3,89.0,0.0,5,7.0,银翼,3.24499614791754,1.800000000000182,0.0,-2.699999999999818,3831.3,-248.0,-4578.7,49.2,357.5,0.0,0.0,0.0,0.0,3831.3,-248.1,-4578.7,110.0,0.0,1,1,1,1,81.44752912151498,85.28651710557794,-25.300000000000182,15.950921110467334,373.15633244063645,1.800000000000182,3.24499614791754,-2.699999999999818,160.60000000000002,412.2099324740157,0.39582519334692723,1.0,-1,-1,12,6.5,1.0,1.0,1.0,0.0,0.0,21.0,0,0
20.0,1,蜂医,6731.8,-206.8,-4784.6,300.8,347.6,0.0,0.0,0.0,0.0,6731.8,-206.1,-4784.6,90.0,1.0,2,18,2,2,33.358496957139515,7.275962235714169,0,1,1,2,2.0,威龙,18.049653736291116,13.300000000000182,-7.899999999999977,9.300000000000182,6745.1,-214.7,-4775.3,322.0,355.9,-0.5,2.4,-5.2,5.748912940721924,6744.9,-214.1,-4775.6,109.4,0.0,14,1.0,露娜,3.0033314835357694,1.5,0.10000000000002274,-2.5999999999994543,6733.3,-206.7,-4787.2,292.9,0.0,0.0,0.0,0.0,0.0,6733.3,-206.0,-4787.2,90.0,0.0,5,1,1,1,15.469324484281934,18.049653736291116,9.300000000000182,28.490325081818128,316.58614464964546,1.5033296378372925,3.0033314835357694,-2.5999999999994543,63.01407483429119,407.5633397702999,0.5410811452171277,0.41277447384125665,-1,-1,0,0.6666666666666666,1.0,0.0,1.0,-5.748912940721924,0.0,-19.400000000000006,4,0
20.0,4,蝶,6773.6,-220.0,-4480.7,14.3,336.7,0.0,0.0,0.0,0.0,6773.6,-220.0,-4480.7,90.0,1.0,2,18,12,2,143.85293837940216,34.98644254337913,0,0,0,0,5.0,露娜,67.57588327206706,-57.5,21.30000000000001,-28.400000000000546,6716.1,-198.7,-4509.1,8.3,352.9,3.7,0.0,0.6,3.7483329627982624,6716.1,-198.0,-4509.1,78.0,0.0,2,4.0,露娜,32.49569202217482,-29.600000000000364,0.5,-13.400000000000546,6744.0,-219.5,-4494.1,250.0,351.0,-1.6,0.0,-0.8,1.788854381999832,6744.0,-218.8,-4494.1,90.0,0.0,1,1,1,1,61.318349619016985,67.57588327206706,-28.400000000000546,145.37361786988666,361.551526066401,29.60422267177474,32.49569202217482,-13.400000000000546,164.73225792348896,361.0533207139822,0.4697567114954604,0.9288081228002515,0,0,10,4.0,1.0,0.0,0.0,-3.7483329627982624,-1.788854381999832,12.0,24,0
20.0,4,UNKNOWN_ROLE_30008,3817.7,-246.0,-4629.3,209.4,346.0,-0.4,0.0,-0.9,0.9848857801796105,3817.7,-245.4,-4629.3,120.0,1.0,2,20,13,2,158.25835429776018,7.199145100839061,0,3,1,2,5.0,无名,11.673045875006375,-4.799999999999727,-6.900000000000006,8.100000000000364,3812.9,-252.9,-4621.2,57.6,357.4,2.2,0.0,-0.4,2.23606797749979,3812.9,-252.5,-4621.2,90.8,0.0,1,4.0,骇爪,2.814249455893502,-0.3999999999996362,-1.0,-2.5999999999994543,3817.3,-247.0,-4631.9,171.3,359.8,0.4,0.0,2.8,2.82842712474619,3817.2,-246.4,-4632.3,120.0,0.0,1,1,1,1,8.40535543567299,11.673045875006375,8.100000000000364,25.775510843044685,302.05987309127806,1.0770329614267657,2.814249455893502,-2.5999999999994543,38.79859051366611,413.49853852209776,0.07375942917391744,0.39091439559476315,-1,1,11,4.333333333333333,0.0,0.0,0.0,-1.2511821973201793,-1.8435413445665794,29.200000000000003,26,0
20.0,8,骇爪,3651.5,-247.3,-4421.1,34.4,345.8,2.0,0.0,1.4,2.4413111231467406,3651.5,-246.7,-4421.1,99.0,1.0,0,20,6,2,229.18267371557366,2.7999570077001783,0,0,2,2,5.0,骇爪,161.84081685409294,146.9000000000001,4.0,67.80000000000018,3798.4,-243.3,-4353.3,345.7,359.0,-1.3,0.1,0.3,1.3379088160259653,3798.4,-242.6,-4353.3,100.0,0.0,9,8.0,比特,2.0615528128092273,1.300000000000182,0.0,1.6000000000003638,3652.8,-247.3,-4419.5,34.3,335.1,0.0,0.0,0.0,0.0,3652.8,-246.7,-4419.5,120.0,0.0,0,1,1,1,146.9544487247665,161.84081685409294,67.80000000000018,32.84025526654972,321.0329372964246,1.300000000000182,2.0615528128092273,1.6000000000003638,34.400000000000006,294.89385888622706,0.7061651486575504,0.7362801668524691,-2,-2,4,2.0,0.0,0.0,1.0,1.1034023071207752,2.4413111231467406,-1.0,0,0
20.0,6,威龙,3199.4,-163.9,-7640.0,0.0,0.0,0.0,0.0,0.0,0.0,3199.4,-164.0,-7640.0,89.9,1.0,0,13,3,0,623.731326738062,18.216640039347894,0,0,0,0,4.0,无名,510.16202328279985,443.0,-2.6999999999999886,-253.0,3642.4,-166.6,-7893.0,110.7,294.5,0.0,0.0,0.0,0.0,3642.4,-165.9,-7893.0,90.0,0.0,0,5.0,MISSING,11.9910383185333,-0.099999999999909,0.0,0.0,3790.2,-198.7,-4503.7,167.9,350.2,0.0,0.0,0.0,1.811077027627484,3790.2,-198.0,-4503.7,90.0,0.0,0,1,1,1,443.0082279145614,510.16202328279985,-253.0,0.34920245872351074,29.73049261504062,4.899999999999977,9.390686872062496,0.0,86.32338064168295,323.17969077187075,0.8179195134398695,0.773790939447696,0,0,3,3.0,1.0,1.0,0.0,0.0,-0.25849027169622885,-0.09999999999999432,0,0
20.0,5,蜂医,6757.0,-218.2,-4536.8,146.0,353.5,-1.1,0.0,-2.2,2.459674775249769,6757.0,-217.6,-4536.8,120.0,1.0,16,18,3,1,30.213514289786605,18.901058171436343,1,1,0,1,1.0,威龙,8.360023923410873,-6.0,-0.5,-5.800000000000182,6751.0,-218.7,-4542.6,39.5,347.7,0.0,0.0,0.0,0.0,6751.0,-218.0,-4542.6,90.9,0.0,16,5.0,乌鲁鲁,18.901058171436343,0.1999999999998181,0.0,18.900000000000546,6757.2,-218.2,-4517.9,158.0,358.6,0.0,0.0,0.0,0.0,6757.2,-217.5,-4517.9,77.3,0.0,14,1,1,1,6.020797289396148,8.360023923410873,-5.800000000000182,38.76364169072622,397.42991297034985,0.1999999999998181,18.901058171436343,18.900000000000546,146.0,264.1062819155168,0.2766981637166551,1.0,1,0,2,1.5,0.0,1.0,1.0,2.459674775249769,2.459674775249769,29.099999999999994,48,16
20.0,4,UNKNOWN_ROLE_30008,3817.1,-247.0,-4626.2,148.4,356.1,0.6,0.0,0.9,1.0816653826391966,3816.9,-246.4,-4626.6,67.4,1.0,0,20,13,2,153.7616562858822,24.45134661279514,3,3,0,1,8.0,疾风,4.536518488885267,-4.099999999999909,0.4000000000000057,1.8999999999996362,3813.0,-246.6,-4624.3,301.2,345.3,-1.4,2.8,-4.1,5.158488150611572,3813.0,-246.0,-4624.3,104.8,0.0,5,4.0,骇爪,19.83380951809297,-16.299999999999727,0.0,-11.300000000000182,3800.8,-247.0,-4637.5,62.9,359.3,0.0,0.0,0.0,0.0,3800.8,-246.4,-4637.5,120.0,0.0,3,1,1,1,4.119465984809106,4.536518488885267,1.8999999999996362,26.027802196035992,331.33967527974914,16.299999999999727,19.83380951809297,-11.300000000000182,31.599999999999994,390.8316942019907,0.02950357454820024,0.8111540780217863,3,2,11,4.333333333333333,0.0,0.0,1.0,-4.076822767972375,1.0816653826391966,-37.39999999999999,0,0
20.0,7,银翼,3829.5,-247.7,-4576.1,292.9,351.3,0.0,0.0,0.0,0.0,3829.5,-247.1,-4576.1,110.0,1.0,1,19,13,1,210.87828651841716,2.839013913315144,0,0,1,1,5.0,骇爪,36.083929941179804,-33.19999999999982,1.0,-14.099999999999454,3796.3,-246.7,-4590.2,271.7,5.5,0.0,0.0,0.0,0.0,3796.3,-246.1,-4590.2,100.0,0.0,0,7.0,银翼,2.839013913315144,1.099999999999909,-0.30000000000001137,-2.5999999999994543,3830.6,-248.0,-4578.7,88.8,6.4,0.0,0.0,0.0,0.0,3830.6,-248.1,-4578.7,110.0,0.0,0,1,1,1,33.215056826686116,36.083929941179804,-14.099999999999454,114.62525487547259,374.3015271869284,1.1401754250990532,2.839013913315144,-2.5999999999994543,51.844881296940514,417.6211549899671,0.1711125907599235,1.0,-1,-1,12,6.5,1.0,1.0,1.0,0.0,0.0,10.0,13,0
