样本编号,来源文件,决策时刻,主玩家ID,主玩家队伍,主玩家角色,决策日志,决策内容,决策参数1,决策参数2,主玩家位置X,主玩家位置Y,主玩家位置Z,主玩家武器偏航角,主玩家武器俯仰角,主玩家速度X,主玩家速度Y,主玩家速度Z,主玩家速度大小,主玩家相机X坐标,主玩家相机Y坐标,主玩家相机Z坐标,主玩家视野范围,主玩家开镜状态,主玩家Buff数量,主玩家Buff列表,当前已追踪玩家数量,敌方玩家数量,队友玩家数量,敌人平均距离,队友平均距离,10米内敌人数,20米内敌人数,10米内队友数,20米内队友数,最近敌人ID,最近敌人队伍,最近敌人角色,最近敌人距离,最近敌人相对位置X,最近敌人相对位置Y,最近敌人相对位置Z,最近敌人位置X,最近敌人位置Y,最近敌人位置Z,最近敌人武器偏航角,最近敌人武器俯仰角,最近敌人速度X,最近敌人速度Y,最近敌人速度Z,最近敌人速度大小,最近敌人相机X坐标,最近敌人相机Y坐标,最近敌人相机Z坐标,最近敌人视野范围,最近敌人开镜状态,最近敌人Buff数量,最近敌人Buff列表,最近队友ID,最近队友队伍,最近队友角色,最近队友距离,最近队友相对位置X,最近队友相对位置Y,最近队友相对位置Z,最近队友位置X,最近队友位置Y,最近队友位置Z,最近队友武器偏航角,最近队友武器俯仰角,最近队友速度X,最近队友速度Y,最近队友速度Z,最近队友速度大小,最近队友相机X坐标,最近队友相机Y坐标,最近队友相机Z坐标,最近队友视野范围,最近队友开镜状态,最近队友Buff数量,最近队友Buff列表
809,task/0809.txt,20.0,5400,4,威龙,,,,,6487.6,-225.1,-4556.2,342.3,11.3,7.4,0.0,-2.4,7.77946013551069,6487.6,-224.5,-4556.2,120.0,0.0,0,,17,13,2,289.77153178263734,3.8961458800217983,0,0,2,2,1470,7,露娜,120.35867230906166,-41.900000000000546,2.5999999999999943,-112.80000000000018,6445.7,-222.5,-4669.0,116.4,357.6,-3.6,0.0,7.3,8.139410298049853,6445.7,-221.8,-4669.0,90.0,0.0,0,,8645,4,露娜,1.3038404810406692,-1.300000000000182,0.0,0.0999999999994543,6486.3,-225.1,-4556.1,340.4,1.7,4.1,0.0,-1.5,4.365775990588615,6486.3,-224.5,-4556.1,90.0,0.0,1,224
810,task/0810.txt,20.0,3958,2,蜂医,,,,,6943.0,-228.4,-4666.2,354.0,348.9,8.0,0.0,-0.8,8.039900496896712,6943.0,-227.7,-4666.2,120.0,0.0,5,709；710；711；712；713,18,14,2,259.2520639247928,9.505640261328187,0,0,1,2,4397,6,红狼,30.77791415934497,25.600000000000364,7.400000000000006,15.399999999999636,6968.6,-221.0,-4650.8,93.0,349.4,0.0,0.0,0.0,0.0,6968.6,-221.0,-4650.8,90.0,0.0,0,,3381,2,蝶,7.057619995437625,7.0,0.0,-0.9000000000005457,6950.0,-228.4,-4667.1,351.4,355.3,4.1,0.0,-0.6,4.1436698710201325,6949.9,-227.7,-4667.1,90.0,0.0,0,
811,task/0811.txt,20.0,3681,3,骇爪,,,,,3693.3,-250.3,-4521.3,48.6,0.0,0.0,0.0,0.0,0.0,3693.3,-249.7,-4521.3,90.0,0.0,13,101；102；28；29；41；44；45；46；47；48；49；50；51,20,17,2,247.8117228868914,2.031806725741345,0,0,2,2,3910,5,骇爪,162.75653596706937,149.0999999999999,2.8000000000000114,65.19999999999982,3842.4,-247.5,-4456.1,142.9,0.0,0.0,0.0,0.0,0.0,3842.4,-246.8,-4456.1,90.0,0.0,13,117；118；33；34；43；84；85；86；87；88；89；90；91,2703,3,疾风,1.6552945357246078,-1.5,0.0,0.6999999999998181,3691.8,-250.3,-4520.6,16.5,0.0,0.0,0.0,0.0,0.0,3691.8,-249.7,-4520.6,90.0,0.0,16,103；105；35；36；42；72；73；74；75；76；77；78；79；80；81；82
812,task/0812.txt,20.0,8823,5,蜂医,,,,,6773.8,-219.5,-4480.5,271.5,356.4,0.0,0.0,0.0,0.0,6774.1,-218.9,-4480.5,120.0,0.0,1,846,18,6,2,94.00343985574865,40.496292323181464,0,2,0,1,7317,6,露娜,13.713132391980848,0.5999999999994543,0.0,-13.699999999999818,6774.4,-219.5,-4494.2,88.1,2.5,-0.0,0.0,-0.7,0.7,6774.4,-218.9,-4494.2,120.0,0.0,13,822；823；824；825；826；847；848；860；861；862；863；864；865,7434,5,露娜,13.5118466539554,12.800000000000182,-3.3000000000000114,2.800000000000182,6786.6,-222.8,-4477.7,246.1,3.6,-1.3,0.0,0.6,1.4317821063276355,6787.0,-222.2,-4477.9,77.3,0.0,8,837；838；839；840；841；842；845；859
813,task/0813.txt,20.0,1723,8,骇爪,,,,,3598.3,-238.6,-4397.2,321.8,337.3,-1.2,-1.5,-3.2,3.7322915213043046,3598.3,-237.9,-4397.2,99.0,0.0,0,,19,5,2,282.2680967303151,21.924345088712375,0,0,1,1,8710,2,50001,205.2949341800716,200.5999999999999,-4.700000000000017,43.399999999999636,3798.9,-243.3,-4353.8,339.8,334.0,0.0,0.0,0.0,0.0,3798.9,-242.6,-4353.8,120.0,0.0,3,1783；1786；1790,4714,8,红狼,8.257118141337065,6.699999999999818,-4.800000000000011,-0.5,3605.0,-243.4,-4397.7,51.3,354.2,4.7,0.0,5.5,7.234638899074369,3605.0,-242.7,-4397.7,95.0,0.0,0,
814,task/0814.txt,20.0,5801,7,银翼,,,,,3831.2,-247.7,-4575.4,219.8,348.7,-0.8,0.0,-0.6,1.0,3831.2,-247.1,-4575.4,110.0,0.0,0,,19,13,1,210.68013260100577,3.1400636936218302,0,0,1,1,8515,5,骇爪,56.76742023379241,-53.79999999999973,0.6999999999999886,-18.100000000000364,3777.4,-247.0,-4593.5,164.2,349.0,-4.7,0.0,1.4,4.904079934095692,3777.4,-246.4,-4593.5,100.0,0.0,0,,3466,7,银翼,3.1400636936218302,-0.3999999999996362,-0.30000000000001137,-3.100000000000364,3830.8,-248.0,-4578.5,149.9,356.7,0.0,0.0,0.0,0.0,3830.8,-248.1,-4578.5,77.3,0.0,0,
815,task/0815.txt,20.0,0853,6,威龙,,,,,3507.2,-166.6,-7997.0,125.8,359.4,-6.7,0.0,4.8,8.241965784932622,3507.2,-166.0,-7997.0,89.9,0.0,9,880；923；924；925；926；927；928；929；930,13,9,1,251.3270773199695,192.22333365125056,0,0,0,0,0411,4,露娜,138.40310690154374,88.10000000000036,5.5,106.60000000000036,3595.3,-161.1,-7890.4,310.2,353.1,0.0,0.0,0.0,0.0,3595.3,-160.5,-7890.4,90.0,0.0,2,883；884,0037,6,红狼,192.22333365125056,-157.5,6.599999999999994,110.0,3349.7,-160.0,-7887.0,148.6,344.7,-6.3,-1.5,4.0,7.611832893594026,3349.7,-159.4,-7887.0,105.2,0.0,0,
816,task/0816.txt,20.0,7856,3,红狼,,,,,6753.3,-222.9,-4433.7,52.0,356.0,-0.4,0.1,-0.2,0.45825756949558405,6753.3,-222.5,-4433.7,90.0,0.0,0,,17,5,0,71.77933771815442,,0,0,0,0,4420,5,蜂医,45.97803823566212,20.199999999999818,0.5,41.30000000000018,6773.5,-222.4,-4392.4,77.4,71.3,0.0,0.0,0.0,0.0,6773.5,-221.7,-4392.4,105.5,0.0,0,,,,,,,,,,,,,,,,,,,,,,,0,
817,task/0817.txt,20.0,3681,3,骇爪,,,,,3768.5,-233.4,-4347.6,56.2,335.6,0.0,0.0,0.0,0.0,3768.5,-233.0,-4347.6,110.0,0.0,0,,20,15,2,218.60713633339623,11.659469604874321,0,0,1,2,3078,6,红狼,55.592175708457575,44.40000000000009,3.200000000000017,33.30000000000018,3812.9,-230.2,-4314.3,312.9,357.3,-1.6,0.0,-1.4,2.12602916254693,3812.9,-229.6,-4314.3,115.0,0.0,0,,9651,3,蝶,3.4669871646724495,-1.900000000000091,0.0,2.9000000000005457,3766.6,-233.4,-4344.7,46.4,1.5,0.0,0.0,1.3,1.3,3766.6,-233.0,-4344.7,120.0,0.0,0,
818,task/0818.txt,20.0,5801,7,银翼,,,,,3962.5,-250.3,-4555.5,109.9,0.0,0.0,0.0,0.0,0.0,3962.5,-249.7,-4555.5,90.0,0.0,10,18；36；37；38；39；40；41；42；43；61,19,17,1,289.0128404649603,3.623534186398442,0,0,1,1,0287,3,银翼,155.2581398832282,-118.90000000000009,2.8000000000000114,99.80000000000018,3843.6,-247.5,-4455.7,140.9,0.0,0.0,0.0,0.0,0.0,3843.6,-246.8,-4455.7,90.0,0.0,8,194；195；196；197；198；199；200；6,3466,7,银翼,3.623534186398442,1.699999999999818,0.0,-3.199999999999818,3964.2,-250.3,-4558.7,109.9,0.0,0.0,0.0,0.0,0.0,3964.2,-249.7,-4558.7,90.0,0.0,9,11；62；63；64；65；66；67；68；95
819,task/0819.txt,20.0,5873,3,蜂医,,,,,6693.8,-227.1,-4688.4,80.3,357.7,-0.8,0.0,-0.6,1.0,6693.8,-226.6,-4688.4,84.0,0.0,0,,17,8,2,182.11700622761666,8.227487322208486,0,0,2,2,6558,4,红狼,126.94727251894724,-31.699999999999818,28.400000000000006,119.59999999999945,6662.1,-198.7,-4568.8,268.9,350.6,-0.1,0.0,-8.0,8.000624975587845,6662.1,-198.0,-4568.8,90.0,0.0,0,,3940,3,蜂医,6.627971031921684,4.5,0.799999999999983,4.799999999999272,6698.3,-226.3,-4683.6,229.7,354.0,-0.9,0.0,-1.3,1.5811388300841898,6698.3,-225.7,-4683.6,90.0,0.0,0,
820,task/0820.txt,20.0,8131,1,露娜,,,,,6603.1,-206.8,-4155.7,212.3,1.2,0.0,0.0,0.0,0.0,6603.1,-206.1,-4155.7,90.0,0.0,2,1271；1272,18,0,2,,2.5269212224500524,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,0,,0274,1,威龙,2.0124611797502174,-1.800000000000182,0.0,-0.9000000000005457,6601.3,-206.8,-4156.6,213.1,5.0,-1.5,0.0,-1.8,2.3430749027719964,6601.3,-206.1,-4156.6,66.2,0.0,0,
821,task/0821.txt,20.0,9422,1,红狼,,,,,3403.6,-158.4,-7931.7,232.2,356.2,1.3,-5.9,-7.3,9.475758544834287,3403.6,-157.8,-7931.7,90.0,0.0,1,579,14,9,2,276.11896928724707,19.958328109638394,0,0,0,1,2610,5,蜂医,198.834051409712,198.5,-2.6999999999999886,11.199999999999818,3602.1,-161.1,-7920.5,111.6,341.8,0.0,0.0,0.0,0.0,3601.7,-160.5,-7920.6,59.5,0.0,0,,0414,1,蝶,18.284966502567126,5.300000000000182,0.0,17.5,3408.9,-158.4,-7914.2,343.5,330.7,0.2,0.0,-0.1,0.223606797749979,3408.9,-157.8,-7914.2,110.1,0.0,2,565；566
822,task/0822.txt,20.0,9061,4,蝶,,,,,6822.0,-216.7,-4476.5,142.6,359.5,-6.4,-0.5,4.8,8.0156097709407,6822.0,-216.1,-4476.5,90.0,0.0,3,290；299；300,18,15,2,239.66958165489672,31.848767325852627,0,0,0,1,8249,2,蜂医,91.61926653275499,-65.80000000000018,2.5999999999999943,-63.69999999999982,6756.2,-214.1,-4540.2,49.9,333.9,0.9,-4.1,4.1,5.86770824087224,6756.2,-213.4,-4540.2,90.0,0.0,8,278；279；280；281；282；286；287；288,7525,4,露娜,18.700534751712397,-15.100000000000364,1.6999999999999886,10.899999999999636,6806.9,-215.0,-4465.6,247.0,335.5,-5.4,2.3,6.4,8.683893136145793,6806.9,-214.4,-4465.6,90.0,0.0,1,285
823,task/0823.txt,20.0,1723,8,骇爪,,,,,3648.2,-247.3,-4425.1,92.2,343.6,2.4,0.0,4.9,5.456189146281496,3648.2,-246.7,-4425.1,99.0,0.0,0,,20,6,2,232.99737397548017,5.668457053741812,0,0,2,2,8515,5,骇爪,167.20173444076502,150.9000000000001,4.0,71.90000000000055,3799.1,-243.3,-4353.2,292.4,356.9,0.0,0.0,0.0,0.0,3799.1,-242.6,-4353.2,100.0,0.0,8,1715；1716；1717；1718；1719；1720；1721；1722,1397,8,比特,3.0610455730032036,2.400000000000091,0.0,1.9000000000005457,3650.6,-247.3,-4423.2,67.6,342.5,0.9,0.0,2.1,2.2847319317591728,3650.6,-246.7,-4423.2,120.0,0.0,0,
824,task/0824.txt,20.0,5801,7,银翼,,,,,3829.5,-247.7,-4576.1,292.9,351.3,0.0,0.0,0.0,0.0,3829.5,-247.1,-4576.1,110.0,0.0,1,950,19,13,1,210.86900774693666,2.839013913315144,0,0,1,1,8515,5,骇爪,36.083929941179804,-33.19999999999982,1.0,-14.099999999999454,3796.3,-246.7,-4590.2,276.3,5.5,0.0,0.0,0.0,0.0,3796.3,-246.1,-4590.2,100.0,0.0,0,,3466,7,银翼,2.839013913315144,1.099999999999909,-0.30000000000001137,-2.5999999999994543,3830.6,-248.0,-4578.7,88.5,10.3,0.0,0.0,0.0,0.0,3830.6,-248.1,-4578.7,110.0,0.0,0,
825,task/0825.txt,20.0,1946,6,无名,,,,,3380.3,-174.3,-7609.1,-69.2,0.0,0.0,0.0,0.0,0.0,3380.3,-173.6,-7609.1,90.0,0.0,8,26；27；28；29；30；40；6；7,15,13,1,419.0214595502084,2.071231517720602,0,0,1,1,9453,2,50003,341.9001754898641,304.1999999999998,4.700000000000017,-156.0,3684.5,-169.6,-7765.1,-29.2,0.0,0.0,0.0,0.0,0.0,3684.5,-168.9,-7765.1,90.0,0.0,1,25,1545,6,无名,2.071231517720602,-1.900000000000091,0.20000000000001705,-0.7999999999992724,3378.4,-174.1,-7609.9,-69.2,0.0,0.0,0.0,0.0,0.0,3378.4,-173.5,-7609.9,90.0,0.0,2,10；11
826,task/0826.txt,20.0,4560,1,红狼,,,,,6716.3,-217.0,-4281.3,297.3,348.0,1.7,-0.6,-3.3,3.760319135392633,6716.3,-216.3,-4281.3,90.0,0.0,1,649,16,15,0,307.52257892555036,,0,0,0,0,8170,6,乌鲁鲁,162.20696655815954,161.89999999999964,-4.300000000000011,9.0,6878.2,-221.3,-4272.3,140.5,356.8,0.0,0.0,0.0,0.0,6878.2,-221.3,-4272.3,90.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,0,
827,task/0827.txt,20.0,4853,4,威龙,,,,,6710.9,-198.7,-4545.0,188.4,3.1,-0.7,0.0,-0.1,0.7071067811865475,6710.9,-198.0,-4545.0,120.0,0.0,1,884,16,7,2,67.01993014635774,5.705229610704058,0,0,2,2,4124,7,疾风,22.271955459725657,-20.0,0.0,-9.800000000000182,6690.9,-198.7,-4554.8,79.4,357.5,-0.0,0.0,-0.0,0.0,6690.9,-198.1,-4554.8,104.8,0.0,5,890；902；904；905；906,7470,4,露娜,5.632051136131244,1.6000000000003638,0.0,5.399999999999636,6712.5,-198.7,-4539.6,126.9,355.2,1.2,-0.0,7.3,7.397972695272672,6712.5,-198.0,-4539.6,90.0,0.0,2,888；891
828,task/0828.txt,20.0,0853,6,威龙,,,,,3732.8,-164.4,-7924.5,91.2,0.4,0.0,0.0,0.3,0.3,3732.8,-164.5,-7924.5,89.9,0.0,1,609,13,10,2,309.52933821454224,71.24926005395707,0,0,0,0,0411,4,露娜,65.95073919221858,-45.0,3.3000000000000114,48.100000000000364,3687.8,-161.1,-7876.4,332.8,1.1,0.2,0.0,-0.1,0.223606797749979,3687.8,-160.5,-7876.4,90.0,0.0,2,616；617,3486,6,威龙,64.93951031536965,-30.0,3.3000000000000114,57.5,3702.8,-161.1,-7867.0,192.8,358.9,0.0,0.0,0.0,0.0,3702.8,-160.5,-7867.0,77.3,0.0,21,610；611；612；613；624；650；651；652；653；654；655；656；657；658；659；661；662；663；664；665；666
829,task/0829.txt,20.0,1946,6,无名,,,,,3383.9,-169.8,-7822.1,185.1,0.2,-0.2,0.4,2.4,2.4413111231467406,3383.9,-169.2,-7822.1,92.3,0.0,0,,15,13,1,336.338640473021,1.6093476939425682,0,0,1,1,5868,1,红狼,44.75622861680764,3.599999999999909,1.0,-44.599999999999454,3387.5,-168.8,-7866.7,111.2,359.0,2.9,0.0,1.1,3.1016124838541645,3387.1,-168.2,-7866.8,84.0,0.0,0,,1545,6,无名,1.6093476939425682,-0.900000000000091,-0.29999999999998295,-1.2999999999992724,3383.0,-170.1,-7823.4,264.6,353.9,-0.1,0.0,-1.3,1.3038404810405297,3383.0,-169.7,-7823.4,104.8,0.0,3,569；570；571
830,task/0830.txt,20.0,8828,4,威龙,,,,,3742.7,-246.3,-4456.1,179.9,360.0,0.0,-0.7,0.0,0.7,3742.7,-245.7,-4456.1,85.0,0.0,0,,20,2,2,170.80373976470332,99.93461831543226,0,0,1,1,5274,5,蝶,156.14538097555118,-145.5999999999999,5.900000000000006,56.100000000000364,3597.1,-240.4,-4400.0,315.1,1.3,0.0,0.0,0.0,0.0,3597.1,-240.5,-4400.0,110.4,0.0,0,,9976,4,骇爪,0.761577310585937,-0.6999999999998181,0.0,-0.2999999999992724,3742.0,-246.3,-4456.4,179.9,360.0,0.0,0.0,0.0,0.0,3742.0,-245.6,-4456.4,90.0,0.0,1,1626
831,task/0831.txt,20.0,2717,7,疾风,,,,,6674.9,-192.7,-4542.4,126.4,0.0,0.0,0.0,0.0,0.0,6674.9,-192.0,-4542.4,90.0,-0.0,18,796；797；806；816；817；818；819；820；821；827；828；829；830；831；832；833；834；858,16,7,2,37.92416401688185,25.56831395202862,1,2,0,0,0569,2,疾风,9.847842403288025,-7.699999999999818,-6.0,-1.300000000000182,6667.2,-198.7,-4543.7,358.9,356.8,6.2,0.0,2.1,6.545991139621258,6667.2,-198.0,-4543.7,78.1,0.0,5,822；837；838；839；840,5835,7,30008,21.691933984778565,11.700000000000728,-4.100000000000023,17.799999999999272,6686.6,-196.8,-4524.6,260.9,350.4,-0.6,0.0,-0.4,0.7211102550927979,6686.6,-196.2,-4524.6,84.0,0.0,0,
832,task/0832.txt,20.0,5801,7,银翼,,,,,3829.5,-248.0,-4576.0,199.4,355.9,0.0,0.0,0.0,0.0,3829.6,-247.5,-4576.0,110.0,0.0,0,,19,13,1,215.66745431517666,3.24499614791754,0,0,1,1,7649,5,疾风,85.28651710557794,-81.30000000000018,-4.900000000000006,-25.300000000000182,3748.2,-252.9,-4601.3,278.9,2.3,0.0,0.0,0.0,0.0,3748.2,-252.5,-4601.3,89.0,0.0,5,1000；996；997；998；999,3466,7,银翼,3.24499614791754,1.800000000000182,0.0,-2.699999999999818,3831.3,-248.0,-4578.7,50.3,358.1,0.0,0.0,0.0,0.0,3831.3,-248.1,-4578.7,110.0,0.0,1,1001
833,task/0833.txt,19.95,8324,4,疾风,,,,,6778.8,-226.8,-4672.3,13.0,2.4,8.1,0.0,2.2,8.393449827097319,6778.8,-226.2,-4672.3,73.7,0.0,1,310,18,15,2,251.17587925688042,29.750667362716285,0,0,0,0,6114,6,疾风,127.65527799507552,-15.100000000000364,8.100000000000023,126.5,6763.7,-218.7,-4545.8,111.4,353.0,-2.8,1.8,7.0,7.751128950030441,6763.7,-218.0,-4545.8,104.8,0.0,2,305；306,2902,4,蝶,27.162658190979396,25.399999999999636,8.100000000000023,-5.199999999999818,6804.2,-218.7,-4677.5,100.2,355.3,-0.7,0.0,3.7,3.7656340767525465,6804.2,-218.1,-4677.5,90.0,0.0,1,312
834,task/0834.txt,20.0,3277,7,蜂医,,,,,6615.3,-222.9,-4778.1,316.6,8.9,0.7,0.0,-0.7,0.9899494936611665,6615.3,-222.2,-4778.1,86.7,0.0,1,821,16,7,2,283.64517455111564,26.79264959070918,0,0,0,1,0817,5,露娜,231.0770217914365,140.69999999999982,-1.0999999999999943,183.30000000000018,6756.0,-224.0,-4594.8,126.1,330.9,0.0,0.0,0.0,0.0,6756.0,-223.3,-4594.8,90.0,0.0,0,,2387,7,无名,12.403628501369523,7.199999999999818,0.0,-10.099999999999454,6622.5,-222.9,-4788.2,348.8,4.0,-0.2,0.0,-0.8,0.8246211251235323,6622.5,-222.2,-4788.2,90.0,0.0,1,820
835,task/0835.txt,20.0,0853,6,威龙,,,,,3199.4,-163.9,-7640.0,0.0,0.0,0.0,0.0,0.0,0.0,3199.4,-164.0,-7640.0,89.9,0.0,0,,13,5,0,575.0573429890435,,0,0,0,0,1790,5,银翼,507.11822093078064,441.5999999999999,2.8000000000000114,-249.30000000000018,3641.0,-161.1,-7889.3,32.4,359.6,0.0,0.0,0.0,0.0,3640.8,-160.5,-7889.0,53.1,0.0,3,1358；1359；1360,,,,,,,,,,,,,,,,,,,,,,0,
836,task/0836.txt,20.0,8131,1,露娜,,,,,6605.2,-206.8,-4158.4,264.1,355.1,0.4,0.0,-0.0,0.4,6605.2,-206.1,-4158.4,90.0,0.0,0,,18,0,2,,5.548113710897935,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,0,,0274,1,威龙,3.9115214431211704,-3.899999999999636,0.0,0.2999999999992724,6601.3,-206.8,-4158.1,205.9,355.0,0.0,0.0,0.0,0.0,6601.3,-206.1,-4158.1,90.9,0.0,5,1280；1281；1282；1283；1284
837,task/0837.txt,20.0,9422,1,红狼,,,,,3342.6,-169.6,-7722.0,26.3,344.9,2.8,0.0,1.4,3.1304951684997055,3342.6,-169.0,-7722.0,90.0,0.0,14,377；378；379；380；381；382；383；384；385；386；387；388；389；390,14,11,2,339.3297389930415,21.29589937378769,1,1,0,0,8604,3,红狼,2.6076809620810946,2.200000000000273,0.0,1.3999999999996362,3344.8,-169.6,-7720.6,208.6,357.5,0.0,0.0,0.0,0.0,3344.8,-169.0,-7720.6,34.2,0.0,14,373；374；375；376；391；392；393；394；399；400；401；402；403；404,0414,1,蝶,20.91554445860764,9.099999999999909,10.400000000000006,-15.699999999999818,3351.7,-159.2,-7737.7,120.7,344.0,-5.7,0.0,10.3,11.772000679578642,3351.7,-158.5,-7737.7,110.1,0.0,5,410；411；412；424；425
838,task/0838.txt,20.0,1946,6,无名,,,,,3352.1,-159.8,-7722.9,298.2,343.1,0.5,0.0,1.7,1.772004514666935,3352.1,-159.2,-7722.9,95.0,0.0,0,,15,13,1,373.55313896300555,12.261321299109516,0,0,0,1,9179,1,露娜,204.78002832307706,48.70000000000027,1.4000000000000057,-198.90000000000055,3400.8,-158.4,-7921.8,104.1,356.9,-2.0,0.0,8.1,8.34326075344646,3400.8,-157.8,-7921.8,90.0,0.0,0,,1545,6,无名,12.261321299109516,-0.6999999999998181,-9.899999999999977,7.199999999999818,3351.4,-169.7,-7715.7,142.3,357.7,-6.1,0.0,4.9,7.824321056807421,3351.4,-169.0,-7715.7,104.8,0.0,0,
839,task/0839.txt,19.95,5801,7,银翼,,,,,3833.6,-248.2,-4576.8,44.9,350.8,0.0,0.0,0.0,0.0,3833.6,-248.2,-4576.8,110.0,0.0,0,,19,14,1,187.96502454894068,15.426276284314442,0,0,0,1,7649,5,疾风,61.14719944527296,-27.699999999999818,1.1999999999999886,-54.5,3805.9,-247.0,-4631.3,353.1,357.6,6.2,0.0,-3.1,6.931810730249349,3805.9,-246.4,-4631.3,89.0,0.0,7,663；664；671；672；675；676；677,3466,7,银翼,15.426276284314442,-15.400000000000091,0.0,-0.8999999999996362,3818.2,-248.2,-4577.7,285.9,3.8,0.0,0.0,0.0,0.0,3818.2,-248.2,-4577.7,77.3,0.0,0,
840,task/0840.txt,20.0,8823,5,蜂医,,,,,6741.4,-215.6,-4484.8,260.7,334.4,-2.4,0.0,0.7,2.5,6741.4,-215.0,-4484.8,120.0,0.0,8,723；724；725；726；727；728；729；730,18,6,2,59.127767360254865,30.680187816921865,0,0,0,1,6688,1,蛊,24.14663537638268,-23.599999999999454,-3.9000000000000057,3.300000000000182,6717.8,-219.5,-4481.5,0.4,359.4,0.0,0.0,1.0,1.0,6717.8,-218.8,-4481.1,67.4,0.0,0,,7434,5,露娜,11.470396680149666,-2.0,-3.9000000000000057,-10.599999999999454,6739.4,-219.5,-4495.4,358.0,357.1,-0.1,0.0,-1.7,1.70293863659264,6739.4,-218.8,-4495.4,89.9,0.0,0,
841,task/0841.txt,20.0,6502,1,30008,,,,,6654.1,-209.2,-4510.8,281.9,346.1,0.0,0.0,0.0,0.0,6654.1,-208.6,-4510.8,90.0,0.0,0,,16,11,2,120.11005150241864,7.722384792918049,0,1,2,2,0689,4,蛊,19.96647189665754,3.899999999999636,-10.700000000000017,16.400000000000546,6658.0,-219.9,-4494.4,125.1,353.3,0.0,0.0,0.0,0.0,6658.0,-220.0,-4494.4,97.3,0.0,0,,4886,1,乌鲁鲁,7.355270219373453,0.8999999999996362,0.0,-7.300000000000182,6655.0,-209.2,-4518.1,90.1,360.0,0.0,0.0,0.0,0.0,6655.0,-208.6,-4518.1,90.0,0.0,1,722
842,task/0842.txt,20.0,0853,6,威龙,,,,,3199.4,-163.9,-7640.0,0.0,0.0,0.0,0.0,0.0,0.0,3199.4,-164.0,-7640.0,89.9,0.0,0,,13,5,0,575.9693582194144,,0,0,0,0,5188,4,无名,494.27747268108453,406.9000000000001,2.5,-280.60000000000036,3606.3,-161.4,-7920.6,19.0,359.0,0.2,0.0,-0.5,0.5385164807134505,3606.4,-161.0,-7920.9,90.0,0.0,1,1345,,,,,,,,,,,,,,,,,,,,,,0,
843,task/0843.txt,20.0,0853,6,威龙,,,,,3199.4,-163.9,-7640.0,0.0,0.0,0.0,0.0,0.0,0.0,3199.4,-164.0,-7640.0,89.9,0.0,0,,13,5,0,575.3944500991141,,0,0,0,0,5188,4,无名,498.82230302984635,412.0,2.5,-281.1999999999998,3611.4,-161.4,-7921.2,28.7,358.4,0.0,0.0,0.0,0.0,3611.2,-161.0,-7920.9,90.0,0.0,1,1345,,,,,,,,,,,,,,,,,,,,,,0,
844,task/0844.txt,20.0,1723,8,骇爪,,,,,3683.4,-250.2,-4622.4,251.4,12.0,0.0,0.0,0.0,0.0,3683.4,-250.2,-4622.4,99.0,0.0,0,,19,7,2,263.8371424779368,22.834310683711095,0,0,1,1,0287,3,银翼,158.67306009527948,79.69999999999982,1.0999999999999943,-137.20000000000073,3763.1,-249.1,-4759.6,62.5,58.0,0.0,-2.7,0.0,2.7,3763.1,-248.5,-4759.6,90.0,0.0,0,,4714,8,红狼,2.1354156504065935,-1.400000000000091,0.19999999999998863,-1.6000000000003638,3682.0,-250.0,-4624.0,312.8,357.3,-0.7,0.0,-0.6,0.9219544457292886,3682.0,-249.6,-4624.0,95.0,0.0,0,
845,task/0845.txt,20.0,4170,6,骇爪,,,,,6668.9,-207.1,-4756.6,10.2,357.0,0.0,0.0,0.0,0.0,6668.9,-206.6,-4756.6,90.0,0.0,0,,18,9,2,203.2771890974138,19.205620957524566,0,0,1,1,7882,7,疾风,100.49920397694724,17.100000000000364,-6.800000000000011,98.80000000000018,6686.0,-213.9,-4657.8,93.0,360.0,0.0,0.0,0.0,0.0,6686.0,-213.2,-4657.8,85.0,0.0,3,422；423；428,9690,6,疾风,5.629387178015025,-5.5,1.1999999999999886,0.0,6663.4,-205.9,-4756.6,261.6,339.5,0.0,0.0,0.0,0.0,6663.7,-205.5,-4756.4,77.3,0.0,0,
846,task/0846.txt,20.0,8823,5,蜂医,,,,,6744.4,-219.5,-4493.9,11.5,357.3,3.7,-0.0,0.5,3.733630940518894,6744.4,-218.8,-4493.9,120.0,0.0,0,,18,9,2,63.23627567137388,32.29890587830079,0,0,0,0,7323,3,露娜,31.620562929840773,28.100000000000364,0.0,14.5,6772.5,-219.5,-4479.4,195.4,359.8,0.0,0.0,0.0,0.0,6772.5,-218.9,-4479.3,93.6,0.0,17,614；615；625；626；627；628；631；632；635；636；637；638；639；640；641；642；653,7379,5,乌鲁鲁,31.746023373014506,-25.299999999999272,5.400000000000006,-18.400000000000546,6719.1,-214.1,-4512.3,334.5,354.6,0.0,0.0,0.0,0.0,6719.3,-213.7,-4511.9,28.1,0.0,0,
